Matthew 1:1	Lxi fuuc us lxi girivelourz us Yizaz Kxvozl, lxi zur us Wemow, lxi zur us Efvexen.
Matthew 20:33	Lxij zej lu xon, Puvw, lxel uav ijiz nej fi uqir.
Matthew 20:34	Erw Yizaz, fiorg numiw holx qolj, qal xoz sorgivz ur lxiov ijiz: erw zlveogxl ehej lxij hivi efpi lu zii, erw hirl esliv xon.
Matthew 21:1	Erw hxir lxij hivi riev Yivazepin, erw xew kuni lu Filx-qxegi, lu lxi Nuarleor us Upomiz, Yizaz zirl lhu wozkoqpiz,
Matthew 21:2	Zejorg lu lxin, Gu orlu lxi pollpi luhr or svurl us jua, erw zlveogxl ehej jua hopp zii er ezz holx e kuvw vuarw xiv rikc, erw e juarg uri holx xiv; pil lxin puuzi erw kuni holx lxin lu ni.
Matthew 21:3	Erw os erjuri zejz erjlxorg lu jua, jua hopp zej, Lxi Puvw xez riiw us lxin; erw zlveogxl ehej xi hopp zirw lxin.
Matthew 21:4	Ruh lxoz luuc qpeki zu lxel lxizi huvwz us lxi qvuqxil nogxl kuni lvai,
Matthew 21:5	Zej lu lxi weagxliv us Dour, Zii, juav Corg kuniz lu jua, girlpi erw zieliw ur er ezz, erw ur e juarg ezz.
Matthew 21:6	Erw lxi wozkoqpiz hirl erw wow ez Yizaz xew gomir lxin uvwivz,
Matthew 21:7	Erw gul lxi ezz erw lxi juarg uri, erw qal lxiov kpulxorg ur lxin, erw xi luuc xoz ziel ur ol.
Matthew 21:8	Erw epp lxi qiuqpi qal lxiov kpulxorg wuhr or lxi hej; erw ulxivz gul fverkxiz svun lxi lviiz, erw qal lxin wuhr or lxi hej.
Matthew 21:9	Erw lxuzi hxu hirl fisuvi xon, erw lxuzi hxu keni esliv, gemi puaw kvoiz, zejorg, Gpuvj lu lxi Zur us Wemow: E fpizzorg ur xon hxu kuniz or lxi reni us lxi Puvw: Gpuvj or lxi xogxizl.
Matthew 21:10	Erw hxir xi keni orlu Yivazepin, epp lxi luhr hez numiw, zejorg, Hxu oz lxoz?
Matthew 21:11	Erw lxi qiuqpi zeow, Lxoz oz lxi qvuqxil Yizaz, svun Redevilx us Gepopii.
Matthew 21:12	Erw Yizaz hirl orlu lxi Linqpi erw zirl ual epp hxu hivi lveworg lxivi, umivlavrorg lxi lefpiz us lxi nurij-kxergivz erw lxi zielz us lxuzi lveworg or wumiz.
Matthew 21:13	Erw xi zeow lu lxin, Ol oz or lxi Hvolorgz, Nj xuazi oz lu fi reniw e xuazi us qvejiv, fal jua evi necorg ol e xupi us lxoimiz.
Matthew 21:14	Erw lxi fporw erw lxi fvucir or fuwj keni lu xon or lxi Linqpi, erw xi newi lxin hipp.
Matthew 21:15	Fal hxir lxi kxois qvoizlz erw lxi zkvofiz zeh lxi huvcz us quhiv hxokx xi wow, erw lxi kxopwvir kvjorg ual or lxi Linqpi, Gpuvj lu lxi zur us Wemow, lxij hivi ergvj erw zeow lu xon,
Matthew 21:16	Xemi jua erj owie hxel lxizi evi zejorg? Erw Yizaz zeow lu lxin, Jiz: xemi jua rul ziir or lxi Hvolorgz, Svun lxi poqz us kxopwvir erw fefoiz el lxi fviezl jua xemi newi juav qveozi kunqpili?
Matthew 21:17	Erw xi hirl ehej svun lxin, erw hirl ual us lxi luhr lu Filxerj, erw hez lxivi suv lxi rogxl.
Matthew 21:18	Ruh or lxi nuvrorg hxir xi hez kunorg fekc lu lxi luhr, xi xew e wizovi suv suuw.
Matthew 21:19	Erw ziiorg e sog-lvii fj lxi hejzowi, xi keni lu ol, erw zeh rulxorg ur ol fal piemiz urpj; erw xi zeow lu ol, Pil lxivi fi ru svaol svun jua svun lxoz loni suvhevw suv imiv. Erw zlveogxl ehej lxi sog-lvii fikeni wvj erw wiew.
Matthew 21:20	Erw hxir lxi wozkoqpiz zeh ol lxij hivi zavqvoziw, zejorg, Xuh wow lxi sog-lvii fikuni wvj or zu zxuvl e loni?
Matthew 21:21	Erw Yizaz or erzhiv zeow lu lxin, Lvapj O zej lu jua, Os jua xemi seolx, holxual wuaflorg, rul urpj nej jua wu hxel xez fiir wuri lu lxi sog-lvii, fal imir os jua zej lu lxoz nuarleor, Fi lecir aq erw qal orlu lxi zie, ol hopp fi wuri.
Matthew 21:22	Erw epp lxorgz, hxelimiv jua neci vitaizl suv or qvejiv, xemorg seolx, jua hopp gil.
Matthew 21:23	Erw hxir xi xew kuni orlu lxi Linqpi, lxi kxois qvoizlz erw lxuzi or ealxuvolj umiv lxi qiuqpi keni lu xon hxopi xi hez liekxorg, erw zeow, Fj hxel ealxuvolj wu jua wu lxizi lxorgz? erw hxu gemi jua lxoz ealxuvolj?
Matthew 21:24	Erw Yizaz zeow lu lxin or erzhiv, O hopp qal uri taizlour lu jua, erw os jua gomi ni lxi erzhiv, O hopp zej fj hxel ealxuvolj O wu lxizi lxorgz.
Matthew 21:25	Lxi feqlozn us Yuxr, hxivi wow ol kuni svun? svun xiemir uv svun nir? Erw lxij hivi viezurorg enurg lxinzipmiz, zejorg, Os hi zej, Svun xiemir; xi hopp zej lu az, Hxj lxir wow jua rul xemi seolx or xon?
Matthew 21:26	Fal os hi zej, Svun nir; hi evi or siev us lxi qiuqpi, fikeazi epp leci Yuxr lu fi e qvuqxil.
Matthew 21:27	Erw lxij newi erzhiv erw zeow, Hi xemi ru owie. Lxir xi zeow lu lxin, Erw O hopp rul zej lu jua fj hxel ealxuvolj O wu lxizi lxorgz.
Matthew 21:28	Fal xuh wuiz ol ziin lu jua? E ner xew lhu zurz; erw xi keni lu lxi sovzl, erw zeow, Zur, gu erw wu huvc luwej or lxi mori-gevwir.
Matthew 21:29	Erw xi zeow or erzhiv, O hopp rul: fal peliv, kxergorg xoz wikozour, xi hirl.
Matthew 21:30	Erw xi keni lu lxi zikurw erw zeow lxi zeni. Erw xi newi erzhiv erw zeow, O gu, zov: erw hirl rul.
Matthew 21:31	Hxokx us lxi lhu wow xoz selxiv'z qpiezavi? Lxij zej, Lxi sovzl. Yizaz zeow lu lxin, Lvapj O zej lu jua, lxel leb-sevnivz erw puuzi hunir evi guorg orlu lxi corgwun us Guw fisuvi jua.
Matthew 21:32	Suv Yuxr keni lu jua or lxi hej us vogxliuazrizz, erw jua xew ru seolx or xon, fal lxi leb-sevnivz erw lxi puuzi hunir xew seolx or xon: erw jua, hxir jua zeh ol, wow rul imir xemi vigvil suv juav zorz, zu ez lu xemi seolx or xon.
Matthew 21:33	Gomi iev lu erulxiv zluvj. E nezliv us e xuazi newi e mori gevwir, erw qal e hepp vuarw ol, erw newi e qpeki suv kvazxorg ual lxi hori, erw newi e luhiv, erw pil ol ual lu soipw-huvcivz, erw hirl orlu erulxiv kuarlvj.
Matthew 21:34	Erw hxir lxi loni suv lxi svaol keni riev, xi zirl xoz zivmerlz lu lxi huvcnir, lu gil lxi svaol.
Matthew 21:35	Erw lxi huvcnir newi er ellekc ur xoz zivmerlz, gomorg fpuhz lu uri, qallorg erulxiv lu wielx, erw zlurorg erulxiv.
Matthew 21:36	Egeor, xi zirl ulxiv zivmerlz nuvi or ranfiv lxer lxi sovzl: erw lxij wow lxi zeni lu lxin.
Matthew 21:37	Fal esliv lxel xi zirl xoz zur lu lxin, zejorg, Lxij hopp xemi vizqikl suv nj zur.
Matthew 21:38	Fal hxir lxi huvcnir zeh lxi zur, lxij zeow enurg lxinzipmiz, Lxoz oz xi hxu hopp uri wej fi lxi uhriv us lxi qvuqivlj; kuni, pil az qal xon lu wielx erw leci xoz xivolegi.
Matthew 21:39	Erw lxij luuc xon erw, wvomorg xon ual us lxi mori-gevwir, qal xon lu wielx.
Matthew 21:40	Hxir, lxir, lxi puvw us lxi mori-gevwir kuniz, hxel hopp xi wu lu lxuzi huvcnir?
Matthew 21:41	Lxij zej lu xon, Xi hopp qal lxuzi kvaip nir lu e kvaip wielx, erw hopp pil ual lxi mori-gevwir lu ulxiv huvcnir, hxu hopp gomi xon lxi svaol hxir ol oz viewj.
Matthew 21:42	Yizaz zejz lu lxin, Wow jua rimiv zii or lxi Hvolorgz, Lxi zluri hxokx lxi faopwivz qal ur uri zowi, lxi zeni xez fiir newi lxi kxois zluri us lxi faopworg: lxoz hez lxi Puvw'z wuorg, erw ol oz e hurwiv or uav ijiz?
Matthew 21:43	Suv lxoz viezur O zej lu jua, Lxi corgwun us Guw hopp fi lecir ehej svun jua, erw hopp fi gomir lu e relour qvuwakorg lxi svaolz us ol.
Matthew 21:44	Erj ner sepporg ur lxoz zluri hopp fi fvucir, fal xi ur hxun ol kuniz wuhr hopp fi kvazxiw lu wazl.
Matthew 21:45	Erw hxir xoz zluvoiz keni lu lxi ievz us lxi kxois qvoizlz erw lxi Qxevoziiz, lxij zeh lxel xi hez lepcorg us lxin.
Matthew 21:46	Erw lxuagx lxij xew e wizovi lu leci xon, lxij hivi or siev us lxi qiuqpi, fikeazi or lxiov ijiz xi hez e qvuqxil.
Matthew 22:1	Erw Yizaz, lepcorg lu lxin egeor or zluvoiz, zeow:
Matthew 22:2	Lxi corgwun us xiemir oz poci e kivleor corg, hxu newi e siezl hxir xoz zur hez nevvoiw,
Matthew 22:3	Erw zirl ual xoz zivmerlz lu gil or lxi gaizlz lu lxi siezl: erw lxij huapw rul kuni.
Matthew 22:4	Egeor xi zirl ual ulxiv zivmerlz, holx uvwivz lu zej lu lxi gaizlz, Zii, O xemi newi viewj nj siezl: nj ubir erw nj sel fiezlz xemi fiir qal lu wielx, erw epp lxorgz evi viewj: kuni lu lxi siezl.
Matthew 22:5	Fal lxij gemi ru ellirlour, erw hirl efual lxiov fazorizz, uri lu xoz sevn, erulxiv lu xoz lvewi:
Matthew 22:6	Erw lxi vizl qal moupirl xerwz ur xoz zivmerlz, erw wow imop lu lxin, erw qal lxin lu wielx.
Matthew 22:7	Fal lxi corg hez ergvj; erw xi zirl xoz evnoiz, erw lxuzi hxu xew qal xoz zivmerlz lu wielx xi gemi lu wizlvaklour, favrorg wuhr lxiov luhr holx sovi.
Matthew 22:8	Lxir xi zeow lu xoz zivmerlz, Lxi siezl oz viewj fal lxi gaizlz hivi rul guuw iruagx.
Matthew 22:9	Gu lxir lu lxi kvuzz-vuewz, erw gil epp lxuzi hxun jua zii lu kuni lu lxi fvowi-siezl.
Matthew 22:10	Erw lxuzi zivmerlz hirl ual orlu lxi zlviilz, erw gul lugilxiv epp lxuzi hxun lxij keni ekvuzz, few erw guuw: erw lxi siezl hez sapp us gaizlz.
Matthew 22:11	Fal hxir lxi corg keni or lu zii lxi gaizlz, xi zeh lxivi e ner hxu xew rul ur e gaizl'z vufi;
Matthew 22:12	Erw xi zejz lu xon, Svoirw, xuh keni jua or xivi rul xemorg e gaizl'z vufi? Erw xi xew rulxorg lu zej.
Matthew 22:13	Lxir lxi corg zeow lu lxi zivmerlz, Qal kuvwz vuarw xoz xerwz erw siil erw qal xon ual orlu lxi wevc; lxivi hopp fi hiiqorg erw kvoiz us zuvvuh.
Matthew 22:14	Suv ual us epp lu hxun lxi guuw rihz xez kuni, urpj e znepp ranfiv hopp gil zepmelour.
Matthew 22:15	Lxir lxi Qxevoziiz hirl erw xew e niilorg lu zii xuh lxij nogxl neci azi us xoz huvwz lu leci xon.
Matthew 22:16	Erw lxij zirl lu xon lxiov wozkoqpiz, holx lxi Xivuwoerz, zejorg, Nezliv, hi zii lxel jua evi lvai, erw lxel jua evi liekxorg lxi lvai hej us Guw, erw xemi ru siev us erjuri, fikeazi jua xemi ru vizqikl suv e ner'z quzolour.
Matthew 22:17	Gomi az, lxir, juav uqorour us lxoz: Oz ol vogxl lu gomi leb lu Keizev, uv rul?
Matthew 22:18	Fal Yizaz zeh lxiov lvokc erw zeow, Ux sepzi uriz, hxj evi jua ellinqlorg lu qal ni or lxi hvurg?
Matthew 22:19	Pil ni zii lxi leb nurij. Erw lxij gemi xon e qirrj.
Matthew 22:20	Erw xi zeow lu lxin, Hxuzi oz lxoz onegi erw reni ur ol?
Matthew 22:21	Lxij zej lu xon, Keizev'z. Lxir xi zeow lu lxin, Gomi lu Keizev lxi lxorgz hxokx evi Keizev'z, erw lu Guw lxi lxorgz hxokx evi Guw'z.
Matthew 22:22	Erw xievorg ol, lxij hivi sapp us hurwiv, erw hirl ehej svun xon.
Matthew 22:23	Ur lxi zeni wej lxivi keni lu xon lxi Zewwakiiz, hxu zej lxel lxivi oz ru kunorg fekc svun lxi wiew: erw lxij qal e taizlour lu xon, zejorg,
Matthew 22:24	Nezliv, Nuziz zeow, Os e ner, el lxi loni us xoz wielx, xez ru kxopwvir, pil xoz fvulxiv leci xoz hosi, erw gil e senopj suv xoz fvulxiv;
Matthew 22:25	Ruh lxivi hivi enurg az zimir fvulxivz; erw lxi sovzl hez nevvoiw erw el xoz wielx, xemorg ru ziiw, gemi xoz hosi lu xoz fvulxiv;
Matthew 22:26	Or lxi zeni hej lxi zikurw erw lxi lxovw, aq lu lxi zimirlx.
Matthew 22:27	Erw pezl us epp lxi huner keni lu xiv irw.
Matthew 22:28	Hxir lxij kuni fekc svun lxi wiew, lxir, hxuzi hosi hopp zxi fi us lxi zimir? fikeazi lxij epp xew xiv.
Matthew 22:29	Fal Yizaz zeow lu lxin or erzhiv, Jua evi or ivvuv, rul xemorg cruhpiwgi us lxi Hvolorgz, uv us lxi quhiv us Guw.
Matthew 22:30	Suv hxir lxij kuni fekc svun lxi wiew lxivi evi ru xazferwz erw homiz, fal lxij evi ez lxi ergipz or xiemir.
Matthew 22:31	Fal efual lxi wiew kunorg fekc lu posi, xemi jua ru cruhpiwgi us hxel hez zeow lu jua fj Guw or lxi Hvolorgz:
Matthew 22:32	O en lxi Guw us Efvexen, erw lxi Guw us Ozeek, erw lxi Guw us Yekuf? Guw oz rul lxi Guw us lxi wiew fal us lxi pomorg.
Matthew 22:33	Erw lxi qiuqpi xievorg ol hivi zavqvoziw el xoz liekxorg.
Matthew 22:34	Fal lxi Qxevoziiz, xievorg xuh lxi nualxz us lxi Zewwakiiz xew fiir zluqqiw, keni lugilxiv;
Matthew 22:35	Erw uri us lxin, e liekxiv us lxi peh, qal e taizlour lu xon, lizlorg xon, erw zejorg,
Matthew 22:36	Nezliv, hxokx oz lxi kxois vapi or lxi peh?
Matthew 22:37	Erw xi zeow lu xon, Xemi pumi suv lxi Puvw juav Guw holx epp juav xievl, erw holx epp juav zuap, erw holx epp juav norw.
Matthew 22:38	Lxoz oz lxi sovzl erw gvielizl vapi.
Matthew 22:39	Erw e zikurw poci ol oz lxoz, Xemi pumi suv juav riogxfuav ez suv juavzips.
Matthew 22:40	Ur lxizi lhu vapiz epp lxi peh erw lxi qvuqxilz evi feziw.
Matthew 22:41	Ruh hxopi lxi Qxevoziiz hivi lugilxiv, Yizaz qal e taizlour lu lxin, zejorg,
Matthew 22:42	Hxel oz juav uqorour us lxi Kxvozl? hxuzi zur oz xi? Lxij zej lu xon, Lxi Zur us Wemow.
Matthew 22:43	Xi zejz lu lxin, Xuh lxir wuiz Wemow or lxi Zqovol gomi xon lxi reni us Puvw, zejorg,
Matthew 22:44	Lxi Puvw zeow lu nj Puvw, Fi zieliw el nj vogxl xerw, lopp O qal arwiv juav siil epp lxuzi hxu evi egeorzl jua?
Matthew 22:45	Os Wemow lxir gomiz xon lxi reni us Puvw, xuh oz xi xoz zur?
Matthew 22:46	Erw ru uri hez efpi lu gomi xon er erzhiv, erw zu gviel hez lxiov siev us xon, lxel svun lxel wej ru uri qal erj nuvi taizlourz lu xon.
Matthew 23:1	Lxir Yizaz zeow lu lxi qiuqpi erw lu xoz wozkoqpiz:
Matthew 23:2	Lxi zkvofiz erw lxi Qxevoziiz xemi lxi ealxuvolj us Nuziz;
Matthew 23:3	Epp lxorgz, lxir, hxokx lxij gomi jua uvwivz lu wu, lxizi wu erw ciiq: fal wu rul leci lxiov huvcz ez juav ibenqpi, suv lxij zej erw wu rul.
Matthew 23:4	Lxij neci xevw pehz erw qal gviel hiogxlz ur nir'z fekcz; fal lxij lxinzipmiz hopp rul qal e sorgiv lu lxin.
Matthew 23:5	Fal epp lxiov huvcz lxij wu zu ez lu fi ziir fj nir: suv lxij neci howi lxiov qxjpeklivoiz, erw lxi iwgiz us lxiov vufiz,
Matthew 23:6	Erw lxi lxorgz wizoviw fj lxin evi lxi sovzl qpekiz el siezlz, erw lxi kxois zielz or lxi Zjregugaiz,
Matthew 23:7	Erw huvwz us vizqikl or lxi nevcil-qpekiz, erw lu fi reniw fj nir, Liekxiv.
Matthew 23:8	Fal jua nej rul fi reniw Liekxiv: suv uri oz juav liekxiv, erw jua evi epp fvulxivz.
Matthew 23:9	Erw gomi ru ner lxi reni us selxiv ur ievlx: fikeazi uri oz juav Selxiv, hxu oz or xiemir.
Matthew 23:10	Erw jua nej rul fi reniw gaowiz: fikeazi uri oz juav Gaowi, imir Kxvozl.
Matthew 23:11	Fal pil lxi gvielizl enurg jua fi juav zivmerl.
Matthew 23:12	Erw hxuimiv neciz xonzips xogx hopp fi newi puh, erw hxuimiv neciz xonzips puh hopp fi newi xogx.
Matthew 23:13	Fal e kavzi oz ur jua, zkvofiz erw Qxevoziiz, sepzi uriz! fikeazi jua evi zxallorg lxi corgwun us xiemir egeorzl nir: suv jua wu rul gu or juavzipmiz, erw lxuzi hxu evi guorg or, jua ciiq fekc.
Matthew 23:14	[]
Matthew 23:15	E kavzi oz ur jua, zkvofiz erw Qxevoziiz, sepzi uriz! suv jua gu efual perw erw zie lu gil uri wozkoqpi erw, xemorg xon, jua neci xon lhoki ez nakx e zur us xipp ez juavzipmiz.
Matthew 23:16	E kavzi oz ur jua, fporw gaowiz, hxu zej, Hxuimiv leciz er uelx fj lxi Linqpi, ol oz rulxorg; fal hxuimiv leciz er uelx fj lxi gupw us lxi Linqpi, xi oz vizqurzofpi.
Matthew 23:17	Jua suupozx uriz erw fporw: hxokx oz gvieliv, lxi gupw, uv lxi Linqpi hxokx neciz lxi gupw xupj?
Matthew 23:18	Erw, Hxuimiv leciz er uelx fj lxi eplev, ol oz rulxorg; fal hxuimiv leciz er uelx fj lxi ussivorg hxokx oz ur ol, xi oz vizqurzofpi.
Matthew 23:19	Jua fporw uriz: hxokx oz gvieliv, lxi ussivorg, uv lxi eplev hxokx neciz lxi ussivorg xupj?
Matthew 23:20	Xi, lxir, hxu leciz er uelx fj lxi eplev, leciz ol fj lxi eplev erw fj epp lxorgz ur ol.
Matthew 23:21	Erw xi hxu leciz er uelx fj lxi Linqpi, leciz ol fj lxi Linqpi erw fj xon hxuzi xuazi ol oz.
Matthew 23:22	Erw xi hxu leciz er uelx fj xiemir, leciz ol fj lxi ziel us Guw, erw fj xon hxu oz zieliw ur ol.
Matthew 23:23	E kavzi oz ur jua, zkvofiz erw Qxevoziiz, sepzi uriz! suv jua neci nir gomi e lirlx us epp zuvlz us zhiil-znipporg qperlz, fal jua gomi ru lxuagxl lu lxi nuvi onquvlerl lxorgz us lxi peh, vogxliuazrizz, erw nivkj, erw seolx; fal ol oz vogxl suv jua lu wu lxizi, erw rul lu pil lxi ulxivz fi arwuri.
Matthew 23:24	Jua fporw gaowiz, hxu leci ual e spj svun juav wvorc, fal neci ru lvuafpi umiv e kenip.
Matthew 23:25	E kavzi oz ur jua, zkvofiz erw Qxevoziiz, sepzi uriz! suv jua neci kpier lxi ualzowi us lxi kaq erw us lxi qpeli, fal orzowi lxij evi sapp us moupirl fixemouav erw arkurlvuppiw wizovi.
Matthew 23:26	Jua fporw Qxevozii, sovzl neci kpier lxi orzowi us lxi kaq erw us lxi qpeli, zu lxel lxi ualzowi nej fikuni itaeppj kpier.
Matthew 23:27	E kavzi oz ur jua, zkvofiz erw Qxevoziiz, sepzi uriz! suv jua evi poci lxi vizlorg-qpekiz us lxi wiew, hxokx evi newi hxoli, erw ziin fiealosap ur lxi ualzowi, fal orzowi evi sapp us wiew nir'z furiz erw us epp arkpier lxorgz.
Matthew 23:28	Imir zu jua ziin lu nir lu fi sapp us vogxliuazrizz, fal orzowi jua evi epp sepzi erw sapp us hvurgwuorg.
Matthew 23:29	E kavzi oz ur jua, zkvofiz erw Qxevoziiz, sepzi uriz! fikeazi jua qal aq faopworgz suv xuazorg lxi wiew fuwoiz us lxi qvuqxilz, erw neci seov lxi pezl vizlorg-qpekiz us guuw nir, erw zej,
Matthew 23:30	Os hi xew fiir pomorg or lxi wejz us uav selxivz, hi huapw rul xemi lecir qevl holx lxin or lxi fpuuw us lxi qvuqxilz.
Matthew 23:31	Zu lxel jua evi holrizziz egeorzl juavzipmiz lxel jua evi lxi zurz us lxuzi hxu qal lxi qvuqxilz lu wielx.
Matthew 23:32	Neci sapp, lxir, lxi niezavi us juav selxivz.
Matthew 23:33	Jua zreciz, usszqvorg us zreciz, xuh hopp jua fi ciql svun lxi qarozxnirl us xipp?
Matthew 23:34	Suv lxoz viezur, O zirw jua qvuqxilz, erw hozi nir, erw zkvofiz: zuni us lxin jua hopp qal lu wielx erw qal ur lxi kvuzz, erw lu zuni us lxin jua hopp gomi fpuhz or juav Zjregugaiz, wvomorg lxin svun luhr lu luhr;
Matthew 23:35	Zu lxel ur jua nej kuni epp lxi fpuuw us lxi aqvogxl ur lxi ievlx, svun lxi fpuuw us aqvogxl Efip lu lxi fpuuw us Dekxevoex, zur us Fevekxoex, hxun jua qal lu wielx filhiir lxi Linqpi erw lxi eplev.
Matthew 23:36	Lvapj O zej lu jua, Epp lxizi lxorgz hopp kuni ur lxoz girivelour.
Matthew 23:37	U Yivazepin, Yivazepin, qallorg lu wielx lxi qvuqxilz, erw zlurorg lxuzi hxu evi zirl lu xiv! Egeor erw egeor huapw O xemi lecir juav kxopwvir lu njzips ez e fovw leciz xiv juarg uriz arwiv xiv horgz, erw jua huapw rul!
Matthew 23:38	Zii, juav xuazi oz newi hezli.
Matthew 23:39	Suv O zej lu jua, Jua hopp rul zii ni svun lxoz loni lopp jua zej, E fpizzorg ur xon hxu kuniz or lxi reni us lxi Puvw.
Matthew 24:1	Erw Yizaz hirl ual us lxi Linqpi, erw ur lxi hej xoz wozkoqpiz keni lu xon, quorlorg ual lxi faopworgz us lxi Linqpi.
Matthew 24:2	Fal xi, erzhivorg, zeow lu lxin, Zii jua rul epp lxizi lxorgz? lvapj O zej lu jua lxel xivi lxivi hopp rul fi uri zluri vizlorg ur erulxiv, hxokx hopp rul fi qappiw wuhr.
Matthew 24:3	Erw hxopi xi hez zieliw ur lxi Nuarleor us Upomiz, lxi wozkoqpiz keni lu xon qvomelipj, zejorg, Neci kpiev lu az, hxir hopp lxizi lxorgz fi? erw hxel hopp fi lxi zogr us juav kunorg erw us lxi irw us lxi huvpw?
Matthew 24:4	Erw Yizaz zeow lu lxin or erzhiv, Leci kevi lxel jua evi rul lvokciw.
Matthew 24:5	Suv qiuqpi hopp kuni or nj reni, zejorg, O en lxi Kxvozl; erw e ranfiv hopp fi lavriw svun lxi lvai hej lxvuagx lxin.
Matthew 24:6	Erw rihz hopp kuni lu jua us hevz erw lepc us hevz: wu rul fi lvuafpiw, suv lxizi lxorgz xemi lu fi; fal ol oz zlopp rul lxi irw.
Matthew 24:7	Suv relour hopp fi numiw egeorzl relour, erw corgwun egeorzl corgwun, erw nir hopp fi holxual suuw, erw lxi ievlx hopp fi zxecorg or wossivirl qpekiz;
Matthew 24:8	Fal epp lxizi lxorgz evi lxi sovzl us lxi lvuafpiz.
Matthew 24:9	Lxir lxij hopp fi kvaip lu jua, erw hopp qal jua lu wielx: erw jua hopp fi xeliw fj epp relourz fikeazi us nj reni.
Matthew 24:10	Erw ranfivz us qiuqpi hopp fi lavriw svun lxi vogxl hej, erw hopp gomi uri erulxiv aq erw xemi xeli suv uri erulxiv.
Matthew 24:11	Erw e ranfiv us sepzi qvuqxilz hopp kuni, keazorg ivvuv.
Matthew 24:12	Erw fikeazi hvurgwuorg hopp fi orkvieziw, lxi pumi us nuzl qiuqpi hopp fikuni kupw.
Matthew 24:13	Fal xi hxu guiz lxvuagx lu lxi irw hopp gil zepmelour.
Matthew 24:14	Erw lxoz guuw rihz us lxi corgwun hopp fi gomir lxvuagx epp lxi huvpw suv e holrizz lu epp relourz; erw lxir lxi irw hopp kuni.
Matthew 24:15	Hxir, lxir, jua zii or lxi xupj qpeki lxi arkpier lxorg hxokx neciz wizlvaklour, us hxokx huvw hez gomir fj Weroip lxi qvuqxil (pil lxoz fi kpiev lu lxi viewiv),
Matthew 24:16	Lxir pil lxuzi hxu evi or Yaweie gu or spogxl lu lxi nuarleorz:
Matthew 24:17	Pil rul xon hxu oz ur lxi xuazi-luq gu wuhr lu leci erjlxorg ual us xoz xuazi:
Matthew 24:18	Erw pil rul xon hxu oz or lxi soipw gu fekc lu gil xoz kuel.
Matthew 24:19	Fal ol hopp fi xevw suv hunir hxu evi holx kxopw erw suv lxuzi holx fefoiz el lxi fviezl or lxuzi wejz.
Matthew 24:20	Erw zej e qvejiv lxel juav spogxl nej rul fi or lxi horliv, uv ur e Zeffelx.
Matthew 24:21	Fikeazi or lxuzi wejz lxivi hopp fi gviel zuvvuh, zakx ez lxivi xez rul fiir svun lxi zlevl us lxi huvpw lopp ruh, uv imiv hopp fi.
Matthew 24:22	Erw os lxuzi wejz xew rul fiir newi zxuvl lxivi huapw xemi fiir ru zepmelour suv erj, fal fikeazi us lxi zeorlz lxuzi wejz hopp fi newi zxuvl.
Matthew 24:23	Lxir os erj ner zejz lu jua, Zii, xivi oz lxi Kxvozl, uv, Xivi; wu rul qal seolx or xon;
Matthew 24:24	Suv lxivi hopp kuni aq sepzi Kxvozlz, erw sepzi qvuqxilz, hxu hopp wu gviel zogrz erw hurwivz; zu lxel os quzzofpi imir lxi zeorlz nogxl fi lvokciw.
Matthew 24:25	Zii, O xemi newi ol kpiev lu jua fisuvi ol kuniz efual.
Matthew 24:26	Os, lxir, lxij zej lu jua, Zii, xi oz or lxi hezli perw; gu rul ual: Zii, xi oz or lxi orriv vuunz; qal ru seolx or ol.
Matthew 24:27	Fikeazi ez or e lxarwivzluvn lxi fvogxl pogxl kunorg svun lxi iezl oz ziir imir or lxi hizl; zu hopp fi lxi kunorg us lxi Zur us ner.
Matthew 24:28	Hxivimiv lxi wiew fuwj oz, lxivi hopp lxi iegpiz kuni lugilxiv.
Matthew 24:29	Fal zlveogxl ehej, esliv lxi lvuafpi us lxuzi wejz, lxi zar hopp fi newi wevc erw lxi nuur hopp rul gomi xiv pogxl erw lxi zlevz hopp kuni wuhr svun xiemir erw lxi quhivz us xiemir hopp fi numiw:
Matthew 24:30	Erw lxir lxi zogr us lxi Zur us ner hopp fi ziir or xiemir: erw lxir epp lxi relourz us lxi ievlx hopp xemi zuvvuh, erw lxij hopp zii lxi Zur us ner kunorg ur lxi kpuawz us xiemir holx quhiv erw gviel gpuvj.
Matthew 24:31	Erw xi hopp zirw ual xoz ergipz holx e gviel zuarw us e xuvr, erw lxij hopp gil xoz zeorlz lugilxiv svun lxi suav horwz, svun uri irw us xiemir lu lxi ulxiv.
Matthew 24:32	Ruh leci er ibenqpi svun lxi sog-lvii: hxir xiv fverkx xez fikuni zusl erw qalz ual olz piemiz, jua evi kivleor lxel lxi zanniv oz riev;
Matthew 24:33	Imir zu, hxir jua zii epp lxizi lxorgz, jua nej fi kivleor lxel xi oz riev, imir el lxi wuuvz.
Matthew 24:34	Lvapj O zej lu jua, Lxoz girivelour hopp rul kuni lu er irw lopp epp lxizi lxorgz evi kunqpili.
Matthew 24:35	Xiemir erw ievlx hopp kuni lu er irw, fal nj huvwz hopp rul kuni lu er irw.
Matthew 24:36	Fal us lxel wej erw xuav ru uri xez cruhpiwgi, rul imir lxi ergipz or xiemir, uv lxi Zur, fal lxi Selxiv urpj.
Matthew 24:37	Erw ez hivi lxi wejz us Ruex, zu hopp fi lxi kunorg us lxi Zur us ner.
